Timestamp,CUSIP,Bid,Ask
2023-12-24 20:11:35.334,9128283J7,99-221,99-225
2023-12-24 20:11:35.335,9128283J7,99-220,99-224
2023-12-24 20:11:35.351,9128283J7,99-217,99-223
2023-12-24 20:11:35.352,9128283J7,99-217,99-221
2023-12-24 20:11:35.365,9128283J7,99-215,99-221
2023-12-24 20:11:35.380,9128283J7,99-214,99-220
2023-12-24 20:11:35.382,9128283J7,99-213,99-217
2023-12-24 20:11:35.393,9128283J7,99-213,99-215
2023-12-24 20:11:35.396,9128283J7,99-212,99-214
2023-12-24 20:11:35.416,9128283J7,99-210,99-214
2023-12-24 20:11:35.432,9128283J7,99-207,99-213
2023-12-24 20:11:35.449,9128283J7,99-206,99-212
2023-12-24 20:11:35.460,9128283J7,99-206,99-210
2023-12-24 20:11:35.461,9128283J7,99-204,99-210
2023-12-24 20:11:35.473,9128283J7,99-203,99-207
2023-12-24 20:11:35.487,9128283J7,99-202,99-206
2023-12-24 20:11:35.500,9128283J7,99-202,99-204
2023-12-24 20:11:35.507,9128283J7,99-201,99-203
2023-12-24 20:11:35.517,9128283J7,99-200,99-202
2023-12-24 20:11:35.523,9128283J7,99-196,99-202
2023-12-24 20:11:35.535,9128283J7,99-196,99-200
2023-12-24 20:11:35.555,9128283J7,99-195,99-197
2023-12-24 20:11:35.574,9128283J7,99-194,99-196
2023-12-24 20:11:35.594,9128283J7,99-192,99-196
2023-12-24 20:11:35.608,9128283J7,99-191,99-195
2023-12-24 20:11:35.613,9128283J7,99-190,99-194
2023-12-24 20:11:35.621,9128283J7,99-190,99-192
2023-12-24 20:11:35.637,9128283J7,99-187,99-191
2023-12-24 20:11:35.652,9128283J7,99-185,99-191
2023-12-24 20:11:35.655,9128283J7,99-185,99-187
2023-12-24 20:11:35.669,9128283J7,99-184,99-186
2023-12-24 20:11:35.684,9128283J7,99-182,99-186
2023-12-24 20:11:35.687,9128283J7,99-182,99-184
2023-12-24 20:11:35.694,9128283J7,99-181,99-183
2023-12-24 20:11:35.705,9128283J7,99-180,99-182
2023-12-24 20:11:35.712,9128283J7,99-177,99-181
2023-12-24 20:11:35.727,9128283J7,99-176,99-180
2023-12-24 20:11:35.732,9128283J7,99-174,99-180
2023-12-24 20:11:35.752,9128283J7,99-174,99-176
2023-12-24 20:11:35.761,9128283J7,99-173,99-175
2023-12-24 20:11:35.768,9128283J7,99-172,99-174
2023-12-24 20:11:35.784,9128283J7,99-171,99-173
2023-12-24 20:11:35.803,9128283J7,99-167,99-173
2023-12-24 20:11:35.820,9128283J7,99-166,99-172
2023-12-24 20:11:35.821,9128283J7,99-165,99-171
2023-12-24 20:11:35.840,9128283J7,99-164,99-170
2023-12-24 20:11:35.848,9128283J7,99-163,99-167
2023-12-24 20:11:35.863,9128283J7,99-163,99-165
2023-12-24 20:11:35.877,9128283J7,99-161,99-165
2023-12-24 20:11:35.881,9128283J7,99-161,99-163
2023-12-24 20:11:35.890,9128283J7,99-157,99-163
2023-12-24 20:11:35.910,9128283J7,99-157,99-161
2023-12-24 20:11:35.923,9128283J7,99-155,99-161
2023-12-24 20:11:35.935,9128283J7,99-154,99-160
2023-12-24 20:11:35.947,9128283J7,99-154,99-156
2023-12-24 20:11:35.967,9128283J7,99-152,99-156
2023-12-24 20:11:35.978,9128283J7,99-151,99-155
2023-12-24 20:11:35.996,9128283J7,99-151,99-153
2023-12-24 20:11:35.999,9128283J7,99-150,99-152
2023-12-24 20:11:36.016,9128283J7,99-146,99-152
2023-12-24 20:11:36.033,9128283J7,99-146,99-150
2023-12-24 20:11:36.041,9128283J7,99-145,99-147
2023-12-24 20:11:36.050,9128283J7,99-143,99-147
2023-12-24 20:11:36.059,9128283J7,99-143,99-145
2023-12-24 20:11:36.077,9128283J7,99-142,99-144
2023-12-24 20:11:36.079,9128283J7,99-140,99-144
2023-12-24 20:11:36.080,9128283J7,99-137,99-143
2023-12-24 20:11:36.096,9128283J7,99-136,99-142
2023-12-24 20:11:36.111,9128283J7,99-135,99-141
2023-12-24 20:11:36.125,9128283J7,99-135,99-137
2023-12-24 20:11:36.140,9128283J7,99-134,99-136
2023-12-24 20:11:36.159,9128283J7,99-133,99-135
2023-12-24 20:11:36.161,9128283J7,99-132,99-134
2023-12-24 20:11:36.164,9128283J7,99-130,99-134
2023-12-24 20:11:36.172,9128283J7,99-130,99-132
2023-12-24 20:11:36.176,9128283J7,99-127,99-131
2023-12-24 20:11:36.186,9128283J7,99-126,99-130
2023-12-24 20:11:36.190,9128283J7,99-125,99-127
2023-12-24 20:11:36.191,9128283J7,99-123,99-127
2023-12-24 20:11:36.208,9128283J7,99-122,99-126
2023-12-24 20:11:36.228,9128283J7,99-122,99-124
2023-12-24 20:11:36.230,9128283J7,99-121,99-123
2023-12-24 20:11:36.243,9128283J7,99-120,99-122
2023-12-24 20:11:36.258,9128283J7,99-116,99-122
2023-12-24 20:11:36.267,9128283J7,99-116,99-120
2023-12-24 20:11:36.268,9128283J7,99-114,99-120
2023-12-24 20:11:36.280,9128283J7,99-114,99-116
2023-12-24 20:11:36.285,9128283J7,99-112,99-116
2023-12-24 20:11:36.303,9128283J7,99-111,99-115
2023-12-24 20:11:36.310,9128283J7,99-111,99-113
2023-12-24 20:11:36.318,9128283J7,99-107,99-113
2023-12-24 20:11:36.332,9128283J7,99-107,99-111
2023-12-24 20:11:36.342,9128283J7,99-105,99-111
2023-12-24 20:11:36.357,9128283J7,99-105,99-107
2023-12-24 20:11:36.366,9128283J7,99-104,99-106
2023-12-24 20:11:36.382,9128283J7,99-102,99-106
2023-12-24 20:11:36.387,9128283J7,99-102,99-104
2023-12-24 20:11:36.405,9128283J7,99-101,99-103
2023-12-24 20:11:36.425,9128283J7,99-100,99-102
2023-12-24 20:11:36.437,9128283J7,99-096,99-102
2023-12-24 20:11:36.446,9128283J7,99-096,99-100
2023-12-24 20:11:36.459,9128283J7,99-094,99-100
2023-12-24 20:11:36.471,9128283J7,99-094,99-096
2023-12-24 20:11:36.490,9128283J7,99-092,99-096
2023-12-24 20:11:36.491,9128283J7,99-092,99-094
2023-12-24 20:11:36.508,9128283J7,99-091,99-093
2023-12-24 20:11:36.526,9128283J7,99-090,99-092
2023-12-24 20:11:36.533,9128283J7,99-086,99-092
2023-12-24 20:11:36.541,9128283J7,99-086,99-090
2023-12-24 20:11:36.548,9128283J7,99-084,99-090
2023-12-24 20:11:36.558,9128283J7,99-084,99-086
2023-12-24 20:11:36.571,9128283J7,99-082,99-086
2023-12-24 20:11:36.578,9128283J7,99-081,99-085
2023-12-24 20:11:36.581,9128283J7,99-081,99-083
2023-12-24 20:11:36.601,9128283J7,99-080,99-082
2023-12-24 20:11:36.604,9128283J7,99-076,99-082
2023-12-24 20:11:36.610,9128283J7,99-075,99-081
2023-12-24 20:11:36.611,9128283J7,99-075,99-077
2023-12-24 20:11:36.630,9128283J7,99-073,99-077
2023-12-24 20:11:36.632,9128283J7,99-073,99-075
2023-12-24 20:11:36.646,9128283J7,99-071,99-075
2023-12-24 20:11:36.661,9128283J7,99-070,99-074
2023-12-24 20:11:36.670,9128283J7,99-070,99-072
2023-12-24 20:11:36.672,9128283J7,99-066,99-072
2023-12-24 20:11:36.690,9128283J7,99-066,99-070
2023-12-24 20:11:36.709,9128283J7,99-065,99-067
2023-12-24 20:11:36.715,9128283J7,99-063,99-067
2023-12-24 20:11:36.728,9128283J7,99-063,99-065
2023-12-24 20:11:36.747,9128283J7,99-061,99-065
2023-12-24 20:11:36.766,9128283J7,99-060,99-064
2023-12-24 20:11:36.779,9128283J7,99-060,99-062
2023-12-24 20:11:36.797,9128283J7,99-056,99-062
2023-12-24 20:11:36.807,9128283J7,99-056,99-060
2023-12-24 20:11:36.811,9128283J7,99-055,99-057
2023-12-24 20:11:36.815,9128283J7,99-054,99-056
2023-12-24 20:11:36.818,9128283J7,99-053,99-055
2023-12-24 20:11:36.835,9128283J7,99-052,99-054
2023-12-24 20:11:36.843,9128283J7,99-050,99-054
2023-12-24 20:11:36.861,9128283J7,99-050,99-052
2023-12-24 20:11:36.877,9128283J7,99-046,99-052
2023-12-24 20:11:36.881,9128283J7,99-045,99-051
2023-12-24 20:11:36.900,9128283J7,99-045,99-047
2023-12-24 20:11:36.906,9128283J7,99-043,99-047
2023-12-24 20:11:36.921,9128283J7,99-042,99-046
2023-12-24 20:11:36.931,9128283J7,99-041,99-045
2023-12-24 20:11:36.948,9128283J7,99-041,99-043
2023-12-24 20:11:36.953,9128283J7,99-040,99-042
2023-12-24 20:11:36.960,9128283J7,99-037,99-041
2023-12-24 20:11:36.980,9128283J7,99-036,99-040
2023-12-24 20:11:36.982,9128283J7,99-034,99-040
2023-12-24 20:11:36.998,9128283J7,99-033,99-037
2023-12-24 20:11:37.004,9128283J7,99-032,99-036
2023-12-24 20:11:37.008,9128283J7,99-031,99-035
2023-12-24 20:11:37.013,9128283J7,99-030,99-034
2023-12-24 20:11:37.033,9128283J7,99-030,99-032
2023-12-24 20:11:26.461,9128283F5,98-316,99-002
2023-12-24 20:11:26.475,9128283F5,98-317,99-003
2023-12-24 20:11:26.488,9128283F5,99-001,99-003
2023-12-24 20:11:26.497,9128283F5,99-001,99-005
2023-12-24 20:11:26.514,9128283F5,99-003,99-005
2023-12-24 20:11:26.532,9128283F5,99-004,99-006
2023-12-24 20:11:26.533,9128283F5,99-005,99-007
2023-12-24 20:11:26.543,9128283F5,99-005,99-011
2023-12-24 20:11:26.546,9128283F5,99-006,99-012
2023-12-24 20:11:26.560,9128283F5,99-007,99-013
2023-12-24 20:11:26.575,9128283F5,99-010,99-014
2023-12-24 20:11:26.589,9128283F5,99-011,99-015
2023-12-24 20:11:26.596,9128283F5,99-013,99-015
2023-12-24 20:11:26.601,9128283F5,99-013,99-017
2023-12-24 20:11:26.608,9128283F5,99-015,99-017
2023-12-24 20:11:26.609,9128283F5,99-015,99-021
2023-12-24 20:11:26.610,9128283F5,99-017,99-021
2023-12-24 20:11:26.624,9128283F5,99-020,99-022
2023-12-24 20:11:26.634,9128283F5,99-020,99-024
2023-12-24 20:11:26.651,9128283F5,99-021,99-025
2023-12-24 20:11:26.666,9128283F5,99-022,99-026
2023-12-24 20:11:26.679,9128283F5,99-023,99-027
2023-12-24 20:11:26.690,9128283F5,99-025,99-027
2023-12-24 20:11:26.696,9128283F5,99-025,99-031
2023-12-24 20:11:26.701,9128283F5,99-027,99-031
2023-12-24 20:11:26.719,9128283F5,99-030,99-032
2023-12-24 20:11:26.734,9128283F5,99-031,99-033
2023-12-24 20:11:26.738,9128283F5,99-032,99-034
2023-12-24 20:11:26.745,9128283F5,99-032,99-036
2023-12-24 20:11:26.755,9128283F5,99-034,99-036
2023-12-24 20:11:26.768,9128283F5,99-034,99-040
2023-12-24 20:11:26.783,9128283F5,99-035,99-041
2023-12-24 20:11:26.796,9128283F5,99-036,99-042
2023-12-24 20:11:26.797,9128283F5,99-037,99-043
2023-12-24 20:11:26.806,9128283F5,99-041,99-043
2023-12-24 20:11:26.823,9128283F5,99-041,99-045
2023-12-24 20:11:26.840,9128283F5,99-043,99-045
2023-12-24 20:11:26.841,9128283F5,99-043,99-047
2023-12-24 20:11:26.847,9128283F5,99-044,99-050
2023-12-24 20:11:26.848,9128283F5,99-046,99-050
2023-12-24 20:11:26.858,9128283F5,99-046,99-052
2023-12-24 20:11:26.877,9128283F5,99-050,99-052
2023-12-24 20:11:26.895,9128283F5,99-051,99-053
2023-12-24 20:11:26.912,9128283F5,99-051,99-055
2023-12-24 20:11:26.916,9128283F5,99-053,99-055
2023-12-24 20:11:26.933,9128283F5,99-053,99-057
2023-12-24 20:11:26.953,9128283F5,99-055,99-057
2023-12-24 20:11:26.964,9128283F5,99-055,99-061
2023-12-24 20:11:26.968,9128283F5,99-057,99-061
2023-12-24 20:11:26.973,9128283F5,99-060,99-062
2023-12-24 20:11:26.988,9128283F5,99-061,99-063
2023-12-24 20:11:26.999,9128283F5,99-062,99-064
2023-12-24 20:11:27.005,9128283F5,99-063,99-065
2023-12-24 20:11:27.021,9128283F5,99-063,99-067
2023-12-24 20:11:27.022,9128283F5,99-065,99-067
2023-12-24 20:11:27.031,9128283F5,99-065,99-071
2023-12-24 20:11:27.048,9128283F5,99-067,99-071
2023-12-24 20:11:27.063,9128283F5,99-070,99-072
2023-12-24 20:11:27.073,9128283F5,99-070,99-074
2023-12-24 20:11:27.085,9128283F5,99-071,99-075
2023-12-24 20:11:27.094,9128283F5,99-072,99-076
2023-12-24 20:11:27.097,9128283F5,99-073,99-077
2023-12-24 20:11:27.111,9128283F5,99-075,99-077
2023-12-24 20:11:27.127,9128283F5,99-076,99-080
2023-12-24 20:11:27.147,9128283F5,99-076,99-082
2023-12-24 20:11:27.158,9128283F5,99-077,99-083
2023-12-24 20:11:27.162,9128283F5,99-080,99-084
2023-12-24 20:11:27.179,9128283F5,99-081,99-085
2023-12-24 20:11:27.182,9128283F5,99-083,99-085
2023-12-24 20:11:27.193,9128283F5,99-083,99-087
2023-12-24 20:11:27.198,9128283F5,99-084,99-090
2023-12-24 20:11:27.201,9128283F5,99-086,99-090
2023-12-24 20:11:27.217,9128283F5,99-087,99-091
2023-12-24 20:11:27.221,9128283F5,99-090,99-092
2023-12-24 20:11:27.238,9128283F5,99-090,99-094
2023-12-24 20:11:27.239,9128283F5,99-091,99-095
2023-12-24 20:11:27.250,9128283F5,99-092,99-096
2023-12-24 20:11:27.267,9128283F5,99-094,99-096
2023-12-24 20:11:27.276,9128283F5,99-095,99-097
2023-12-24 20:11:27.292,9128283F5,99-095,99-101
2023-12-24 20:11:27.294,9128283F5,99-096,99-102
2023-12-24 20:11:27.302,9128283F5,99-097,99-103
2023-12-24 20:11:27.312,9128283F5,99-101,99-103
2023-12-24 20:11:27.329,9128283F5,99-102,99-104
2023-12-24 20:11:27.332,9128283F5,99-103,99-105
2023-12-24 20:11:27.345,9128283F5,99-104,99-106
2023-12-24 20:11:27.354,9128283F5,99-104,99-110
2023-12-24 20:11:27.362,9128283F5,99-106,99-110
2023-12-24 20:11:27.364,9128283F5,99-106,99-112
2023-12-24 20:11:27.375,9128283F5,99-107,99-113
2023-12-24 20:11:27.389,9128283F5,99-111,99-113
2023-12-24 20:11:27.390,9128283F5,99-112,99-114
2023-12-24 20:11:27.397,9128283F5,99-113,99-115
2023-12-24 20:11:27.413,9128283F5,99-114,99-116
2023-12-24 20:11:27.428,9128283F5,99-114,99-120
2023-12-24 20:11:27.439,9128283F5,99-116,99-120
2023-12-24 20:11:27.456,9128283F5,99-117,99-121
2023-12-24 20:11:27.462,9128283F5,99-120,99-122
2023-12-24 20:11:27.471,9128283F5,99-121,99-123
2023-12-24 20:11:27.483,9128283F5,99-121,99-125
2023-12-24 20:11:27.488,9128283F5,99-123,99-125
2023-12-24 20:11:27.492,9128283F5,99-124,99-126
2023-12-24 20:11:27.509,9128283F5,99-124,99-130
2023-12-24 20:11:27.513,9128283F5,99-126,99-130
2023-12-24 20:11:27.525,9128283F5,99-127,99-131
2023-12-24 20:11:27.544,9128283F5,99-127,99-133
2023-12-24 20:11:27.562,9128283F5,99-130,99-134
2023-12-24 20:11:27.565,9128283F5,99-132,99-134
2023-12-24 20:11:27.577,9128283F5,99-133,99-135
2023-12-24 20:11:27.585,9128283F5,99-133,99-137
2023-12-24 20:11:27.589,9128283F5,99-134,99-140
2023-12-24 20:11:27.609,9128283F5,99-135,99-141
2023-12-24 20:11:27.613,9128283F5,99-136,99-142
2023-12-24 20:11:27.625,9128283F5,99-140,99-142
2023-12-24 20:11:27.640,9128283F5,99-141,99-143
2023-12-24 20:11:27.658,9128283F5,99-141,99-145
2023-12-24 20:11:27.670,9128283F5,99-143,99-145
2023-12-24 20:11:27.673,9128283F5,99-143,99-147
2023-12-24 20:11:27.674,9128283F5,99-144,99-150
2023-12-24 20:11:27.678,9128283F5,99-146,99-150
2023-12-24 20:11:27.696,9128283F5,99-147,99-151
2023-12-24 20:11:27.712,9128283F5,99-147,99-153
2023-12-24 20:11:27.721,9128283F5,99-150,99-154
2023-12-24 20:11:27.726,9128283F5,99-152,99-154
2023-12-24 20:11:27.735,9128283F5,99-153,99-155
2023-12-24 20:11:27.741,9128283F5,99-154,99-156
2023-12-24 20:11:27.750,9128283F5,99-155,99-157
2023-12-24 20:11:27.753,9128283F5,99-155,99-161
2023-12-24 20:11:27.772,9128283F5,99-156,99-162
2023-12-24 20:11:27.786,9128283F5,99-160,99-162
2023-12-24 20:11:27.800,9128283F5,99-160,99-164
2023-12-24 20:11:27.801,9128283F5,99-162,99-164
2023-12-24 20:11:27.818,9128283F5,99-162,99-166
2023-12-24 20:11:27.837,9128283F5,99-163,99-167
2023-12-24 20:11:27.838,9128283F5,99-164,99-170
2023-12-24 20:11:27.843,9128283F5,99-165,99-171
2023-12-24 20:11:27.859,9128283F5,99-167,99-171
2023-12-24 20:11:27.875,9128283F5,99-167,99-173
2023-12-24 20:11:27.888,9128283F5,99-170,99-174
2023-12-24 20:11:27.898,9128283F5,99-171,99-175
2023-12-24 20:11:27.911,9128283F5,99-172,99-176
2023-12-24 20:11:27.929,9128283F5,99-174,99-176
2023-12-24 20:11:27.946,9128283F5,99-175,99-177
2023-12-24 20:11:27.959,9128283F5,99-176,99-180
2023-12-24 20:11:27.960,9128283F5,99-177,99-181
2023-12-24 20:11:27.965,9128283F5,99-180,99-182
2023-12-24 20:11:27.972,9128283F5,99-180,99-184
2023-12-24 20:11:27.985,9128283F5,99-181,99-185
2023-12-24 20:11:28.003,9128283F5,99-183,99-185
2023-12-24 20:11:28.010,9128283F5,99-184,99-186
2023-12-24 20:11:28.027,9128283F5,99-184,99-190
2023-12-24 20:11:28.035,9128283F5,99-185,99-191
2023-12-24 20:11:28.039,9128283F5,99-186,99-192
2023-12-24 20:11:28.040,9128283F5,99-187,99-193
2023-12-24 20:11:28.046,9128283F5,99-191,99-193
2023-12-24 20:11:28.047,9128283F5,99-192,99-194
2023-12-24 20:11:28.048,9128283F5,99-193,99-195
2023-12-24 20:11:28.068,9128283F5,99-194,99-196
2023-12-24 20:11:28.081,9128283F5,99-194,99-200
2023-12-24 20:11:28.099,9128283F5,99-195,99-201
2023-12-24 20:11:28.119,9128283F5,99-197,99-201
2023-12-24 20:11:28.120,9128283F5,99-200,99-202
2023-12-24 20:11:28.123,9128283F5,99-200,99-204
2023-12-24 20:11:28.132,9128283F5,99-202,99-204
2023-12-24 20:11:28.148,9128283F5,99-202,99-206
2023-12-24 20:11:28.162,9128283F5,99-203,99-207
2023-12-24 20:11:28.164,9128283F5,99-204,99-210
2023-12-24 20:11:28.173,9128283F5,99-206,99-210
2023-12-24 20:11:28.180,9128283F5,99-207,99-211
2023-12-24 20:11:28.199,9128283F5,99-210,99-212
2023-12-24 20:11:28.210,9128283F5,99-211,99-213
2023-12-24 20:11:28.217,9128283F5,99-211,99-215
2023-12-24 20:11:28.225,9128283F5,99-213,99-215
2023-12-24 20:11:28.234,9128283F5,99-213,99-217
2023-12-24 20:11:28.235,9128283F5,99-215,99-217
2023-12-24 20:11:28.249,9128283F5,99-215,99-221
2023-12-24 20:11:28.258,9128283F5,99-216,99-222
2023-12-24 20:11:28.264,9128283F5,99-217,99-223
2023-12-24 20:11:28.270,9128283F5,99-220,99-224
2023-12-24 20:11:28.290,9128283F5,99-221,99-225
2023-12-24 20:11:28.309,9128283F5,99-223,99-225
2023-12-24 20:11:28.313,9128283F5,99-224,99-226
2023-12-24 20:11:28.330,9128283F5,99-225,99-227
2023-12-24 20:11:28.343,9128283F5,99-226,99-230
2023-12-24 20:11:28.356,9128283F5,99-227,99-231
2023-12-24 20:11:28.370,9128283F5,99-227,99-233
2023-12-24 20:11:28.377,9128283F5,99-230,99-234
2023-12-24 20:11:28.389,9128283F5,99-232,99-234
2023-12-24 20:11:28.397,9128283F5,99-232,99-236
2023-12-24 20:11:28.403,9128283F5,99-234,99-236
2023-12-24 20:11:28.405,9128283F5,99-235,99-237
2023-12-24 20:11:28.425,9128283F5,99-235,99-241
2023-12-24 20:11:28.426,9128283F5,99-237,99-241
2023-12-24 20:11:28.430,9128283F5,99-240,99-242
2023-12-24 20:11:28.441,9128283F5,99-240,99-244
2023-12-24 20:11:28.461,9128283F5,99-241,99-245
2023-12-24 20:11:28.480,9128283F5,99-242,99-246
2023-12-24 20:11:28.489,9128283F5,99-243,99-247
2023-12-24 20:11:28.506,9128283F5,99-245,99-247
2023-12-24 20:11:28.519,9128283F5,99-245,99-251
2023-12-24 20:11:28.537,9128283F5,99-247,99-251
2023-12-24 20:11:28.538,9128283F5,99-247,99-253
2023-12-24 20:11:28.544,9128283F5,99-251,99-253
2023-12-24 20:11:28.549,9128283F5,99-251,99-255
2023-12-24 20:11:28.567,9128283F5,99-252,99-256
2023-12-24 20:11:28.568,9128283F5,99-254,99-256
2023-12-24 20:11:28.576,9128283F5,99-254,99-260
2023-12-24 20:11:28.581,9128283F5,99-256,99-260
2023-12-24 20:11:28.600,9128283F5,99-256,99-262
2023-12-24 20:11:28.601,9128283F5,99-257,99-263
2023-12-24 20:11:28.608,9128283F5,99-261,99-263
2023-12-24 20:11:28.624,9128283F5,99-261,99-265
2023-12-24 20:11:28.633,9128283F5,99-263,99-265
2023-12-24 20:11:28.644,9128283F5,99-263,99-267
2023-12-24 20:11:28.660,9128283F5,99-265,99-267
2023-12-24 20:11:28.666,9128283F5,99-265,99-271
2023-12-24 20:11:28.682,9128283F5,99-267,99-271
2023-12-24 20:11:28.698,9128283F5,99-267,99-273
2023-12-24 20:11:28.703,9128283F5,99-270,99-274
2023-12-24 20:11:28.716,9128283F5,99-271,99-275
2023-12-24 20:11:28.721,9128283F5,99-272,99-276
2023-12-24 20:11:28.724,9128283F5,99-274,99-276
2023-12-24 20:11:28.742,9128283F5,99-275,99-277
2023-12-24 20:11:28.751,9128283F5,99-275,99-281
2023-12-24 20:11:28.769,9128283F5,99-277,99-281
2023-12-24 20:11:28.773,9128283F5,99-277,99-283
2023-12-24 20:11:28.775,9128283F5,99-280,99-284
2023-12-24 20:11:28.780,9128283F5,99-281,99-285
2023-12-24 20:11:28.787,9128283F5,99-282,99-286
2023-12-24 20:11:28.800,9128283F5,99-284,99-286
2023-12-24 20:11:28.810,9128283F5,99-285,99-287
2023-12-24 20:11:28.826,9128283F5,99-285,99-291
2023-12-24 20:11:28.831,9128283F5,99-287,99-291
2023-12-24 20:11:28.848,9128283F5,99-287,99-293
2023-12-24 20:11:28.852,9128283F5,99-291,99-293
2023-12-24 20:11:28.872,9128283F5,99-292,99-294
2023-12-24 20:11:28.890,9128283F5,99-292,99-296
2023-12-24 20:11:28.901,9128283F5,99-293,99-297
2023-12-24 20:11:28.902,9128283F5,99-294,99-300
2023-12-24 20:11:28.906,9128283F5,99-296,99-300
2023-12-24 20:11:28.915,9128283F5,99-296,99-302
2023-12-24 20:11:28.922,9128283F5,99-297,99-303
2023-12-24 20:11:28.927,9128283F5,99-300,99-304
2023-12-24 20:11:28.936,9128283F5,99-301,99-305
2023-12-24 20:11:28.955,9128283F5,99-303,99-305
2023-12-24 20:11:28.957,9128283F5,99-303,99-307
2023-12-24 20:11:28.962,9128283F5,99-304,99-310
2023-12-24 20:11:28.975,9128283F5,99-305,99-311
2023-12-24 20:11:28.990,9128283F5,99-306,99-312
2023-12-24 20:11:29.001,9128283F5,99-307,99-313
2023-12-24 20:11:29.005,9128283F5,99-310,99-314
2023-12-24 20:11:29.006,9128283F5,99-311,99-315
2023-12-24 20:11:29.019,9128283F5,99-313,99-315
2023-12-24 20:11:29.027,9128283F5,99-314,99-316
2023-12-24 20:11:29.034,9128283F5,99-315,99-317
2023-12-24 20:11:29.049,9128283F5,99-315,100-001
2023-12-24 20:11:29.056,9128283F5,99-316,100-002
2023-12-24 20:11:29.067,9128283F5,99-317,100-003
2023-12-24 20:11:29.073,9128283F5,100-000,100-004
2023-12-24 20:11:29.083,9128283F5,100-001,100-005
2023-12-24 20:11:29.102,9128283F5,100-002,100-006
2023-12-24 20:11:29.113,9128283F5,100-003,100-007
2023-12-24 20:11:29.122,9128283F5,100-005,100-007
2023-12-24 20:11:29.135,9128283F5,100-006,100-010
2023-12-24 20:11:29.139,9128283F5,100-006,100-012
2023-12-24 20:11:29.152,9128283F5,100-010,100-012
2023-12-24 20:11:29.157,9128283F5,100-011,100-013
2023-12-24 20:11:29.171,9128283F5,100-011,100-015
2023-12-24 20:11:29.178,9128283F5,100-013,100-015
2023-12-24 20:11:29.193,9128283F5,100-014,100-016
2023-12-24 20:11:29.212,9128283F5,100-014,100-020
2023-12-24 20:11:29.221,9128283F5,100-015,100-021
2023-12-24 20:11:29.235,9128283F5,100-017,100-021
2023-12-24 20:11:29.249,9128283F5,100-020,100-022
2023-12-24 20:11:29.265,9128283F5,100-020,100-024
2023-12-24 20:11:29.271,9128283F5,100-021,100-025
2023-12-24 20:11:29.284,9128283F5,100-023,100-025
2023-12-24 20:11:29.303,9128283F5,100-023,100-027
2023-12-24 20:11:29.322,9128283F5,100-025,100-027
2023-12-24 20:11:29.338,9128283F5,100-026,100-030
2023-12-24 20:11:29.346,9128283F5,100-026,100-032
2023-12-24 20:11:29.357,9128283F5,100-030,100-032
2023-12-24 20:11:29.376,9128283F5,100-030,100-034
2023-12-24 20:11:29.384,9128283F5,100-031,100-035
2023-12-24 20:11:29.395,9128283F5,100-033,100-035
2023-12-24 20:11:29.397,9128283F5,100-034,100-036
2023-12-24 20:11:29.403,9128283F5,100-034,100-040
2023-12-24 20:11:29.422,9128283F5,100-035,100-041
2023-12-24 20:11:29.436,9128283F5,100-036,100-042
2023-12-24 20:11:29.448,9128283F5,100-037,100-043
2023-12-24 20:11:29.467,9128283F5,100-041,100-043
2023-12-24 20:11:29.476,9128283F5,100-042,100-044
2023-12-24 20:11:29.496,9128283F5,100-043,100-045
2023-12-24 20:11:29.498,9128283F5,100-044,100-046
2023-12-24 20:11:29.502,9128283F5,100-044,100-050
2023-12-24 20:11:29.511,9128283F5,100-046,100-050
2023-12-24 20:11:29.517,9128283F5,100-047,100-051
2023-12-24 20:11:29.531,9128283F5,100-047,100-053
2023-12-24 20:11:29.549,9128283F5,100-050,100-054
2023-12-24 20:11:29.569,9128283F5,100-051,100-055
2023-12-24 20:11:29.585,9128283F5,100-052,100-056
2023-12-24 20:11:29.596,9128283F5,100-053,100-057
2023-12-24 20:11:29.603,9128283F5,100-054,100-060
2023-12-24 20:11:29.622,9128283F5,100-055,100-061
2023-12-24 20:11:29.637,9128283F5,100-056,100-062
2023-12-24 20:11:29.638,9128283F5,100-057,100-063
2023-12-24 20:11:29.643,9128283F5,100-061,100-063
2023-12-24 20:11:29.653,9128283F5,100-062,100-064
2023-12-24 20:11:29.660,9128283F5,100-062,100-066
2023-12-24 20:11:29.673,9128283F5,100-063,100-067
2023-12-24 20:11:29.675,9128283F5,100-064,100-070
2023-12-24 20:11:29.679,9128283F5,100-066,100-070
2023-12-24 20:11:29.694,9128283F5,100-066,100-072
2023-12-24 20:11:29.708,9128283F5,100-070,100-072
2023-12-24 20:11:29.722,9128283F5,100-071,100-073
2023-12-24 20:11:29.723,9128283F5,100-071,100-075
2023-12-24 20:11:29.724,9128283F5,100-072,100-076
2023-12-24 20:11:29.727,9128283F5,100-073,100-077
2023-12-24 20:11:29.736,9128283F5,100-074,100-080
2023-12-24 20:11:29.742,9128283F5,100-076,100-080
2023-12-24 20:11:29.754,9128283F5,100-077,100-081
2023-12-24 20:11:29.755,9128283F5,100-080,100-082
2023-12-24 20:11:29.760,9128283F5,100-080,100-084
2023-12-24 20:11:29.773,9128283F5,100-081,100-085
2023-12-24 20:11:29.778,9128283F5,100-083,100-085
2023-12-24 20:11:29.796,9128283F5,100-083,100-087
2023-12-24 20:11:29.799,9128283F5,100-084,100-090
